id,товар,назва товару,марка,дата,час,шт,грам,літрів,вартість,сума,заповнив,is_interesting,why
90563751,сир,сулугуні,Три богатиря,01.06.2020,,1,100,,,,Вероніка,,
90568189,алкоголь,коньяк,Shabo,30.06.2020,,1,,0.5,102.72,,Вероніка,,
93238061,косметика,бальзам після гоління,Nivea,14.01.2018,,1,,0.1,82.70,,Карина,,
93238061,кава,кава розчинна,Jacobs Monarch,14.01.2018,,1,190,,186.40,,Карина,,
93238061,косметика,гель для гоління,Gillette,14.01.2018,,1,,0.2,82.60,,Карина,,
93238061,косметика,хустинка,Розумний вибір,14.01.2018,,2,,,1.30,,Карина,,
93251624,NA,,,,,,,,,,Карина,,
93251635,кава,кава розчинна,Nescafe,12.11.2019,,2,360,,,462.93,Карина,,
93252746,побутова хімія,касети для гоління,Gillette,01.09.2020,,1,,,244.67,,Карина,,
93255844,побутова хімія,касети для гоління,Gillette,13.09.2020,,2,,,286.50,,Карина,yes,мати малолітньої
93255844,побутова хімія,касети для гоління,Gillette,14.09.2020,,4,,,257.50,,Карина,yes,мати малолітньої
93256014,алкоголь,віскі,Jameson,24.02.2019,,1,,0.5,418.70,,Карина,,
93256014,фрукти,банани,,24.02.2019,,,1000,,29.89,,Карина,,
93256014,алкоголь,віскі,Jameson,27.02.2019,,1,,0.5,418.70,,Карина,,
93256014,фрукти,апельсини,,27.02.2019,,,1000,,42.53,,Карина,,
93256014,алкоголь,віскі,Jack Daniels,28.02.2019,17:10,1,,0.5,357.90,,Карина,,
93256014,фрукти,банани,,28.02.2019,17:10,,1000,,29.89,,Карина,,
93256014,солодощі,шоколад,Milka,28.02.2019,17:10,,,,69.90,,Карина,,
93256014,алкоголь,вино,Martini Asti,28.02.2019,17:15,1,,0.75,338.60,,Карина,,
93256014,алкоголь,пиво,Garage,28.02.2019,17:15,1,,0.44,14.60,,Карина,,
93256163,NA,,,,,,,,,,Карина,,
93257984,мʼясо та м'ясні продукти,шинка,Своя Лінія,02.02.2020,,1,390,,80.28,,Карина,yes,вагітна/мати малолітних
93257984,мʼясо та м'ясні продукти,шийка свиняча,Добров,02.02.2020,,1,262,,138.07,,Карина,yes,вагітна/мати малолітних
93257984,сир,сир твердий,Комо,02.02.2020,,2,160,,42.80,80.60,Карина,yes,вагітна/мати малолітних
93257984,товари для тварин,корм для тварин,Friskies,02.02.2020,,2,85,,6.80,13.60,Карина,yes,вагітна/мати малолітних
93259026,солодощі,шоколад,Kinder,07.02.2020,,3,50,,16.75,,Карина,,
93259026,солодощі,шоколад,Kinder,07.02.2020,,3,100,,50.25,,Карина,,
93259026,солодощі,вафлі,Світоч,07.02.2020,,1,80,,5.98,,Карина,,
93259026,солодощі,вафлі,Nestle,07.02.2020,,4,41.5,,10.11,,Карина,,
90571277,взуття,капці,,26.01.2020,,1,,,55.92,,Вероніка,,
90571277,кава,кава розчинна,Jacobs Monarch,26.01.2020,,2,400,,254.64,509.28 ,Вероніка,,
90571277,дитячі товари,іграшка,Hot Wheels,26.01.2020,,2,,,103.20,206.40,Вероніка,,
90571277,сир,сир плавлений,,26.01.2020,,10,90,,9.84,98.40,Вероніка,,
90571371,NA,,,,,,,,,,Вероніка,,
90573739,косметика,набір,Gillette,09.06.2020,,1,,,279.70,,Вероніка,,
90573739,косметика,касети для гоління,Gillette,09.06.2020,,1,,,178.50,,Вероніка,,
90574564,алкоголь,лікер,Sheridens,08.04.2020,,1,,,551.00,,Вероніка,,
90576056,фрукти,виноград,,17.06.2020,,1,444,,28.40,,Вероніка,,
90576056,алкоголь,горілка,Хлібній дар,17.06.2020,,1,,1,100.16,,Вероніка,,
90576056,алкоголь,горілка,GreenDay,17.06.2020,,1,,0.7,143.04,,Вероніка,,
90576056,снеки,крекери,Своя Лінія,17.06.2020,,1,400,,14.88,,Вероніка,,
90576056,напій безалкогольний,напій газований,Coca Cola,17.06.2020,,1,,2,20.72,,Вероніка,,
90577161,NA,,,,,,,,,,Вероніка,,
90582414,мʼясо та м'ясні продукти,шинка,М’ясна лавка,13.11.2019,,1,500,,86.50,,Вероніка,,
90582414,кава,кава розчинна,Nescafe,13.11.2019,,1,210,,177.80,,Вероніка,,
90582414,соус,кетчуп,Розумний вибір,13.11.2019,,1,300,,7.70,,Вероніка,,
90582414,соус,заправка томатна,Торчин,29.11.2019,,1,240,,16.30,,Вероніка,,
90582414,чай,чай чорний,Greenfield,29.11.2019,,1,,,43.90,,Вероніка,,
90582414,кава,кава розчинна,Nescafe,29.11.2019,,1,210,,177.80,,Вероніка,,
90582414,ковбаса та ковбасні вироби,ковбаса,Своя Лінія,29.11.2019,,1,,,105.87,,Вероніка,,
93256014,дитячі товари,підгузники,Huggies ,28.02.2019,17:15,1,,,290.70,,Карина,,
90582420,риба,сьомга слабосолена,Своя Лінія,05.12.2019,,1,180,,117.90,,Вероніка,,
90582420,сир,сир напівтвердий,Heinrichshaler,05.12.2019,,1,150,,47.90,,Вероніка,,
90582420,побутова хімія,шампунь,Elseve,05.12.2019,,1,,0.4,89.40,,Вероніка,,
90582420,ковбаса та ковбасні вироби,ковбаса,Добров,05.12.2019,,1,250,,89.40,,Вероніка,,
90582420,напій безалкогольний,суп гороховий,Тетя Соня,07.12.2019,,1,180,,26.40,,Вероніка,,
90582420,сир,сир плавлений,Hollander,07.12.2019,,2,40,,10.50,21.00,Вероніка,,
90582420,,мюслі ,Graci His Power,07.12.2019,,1,400,,93.70,,Вероніка,,
90582420,косметика,зубна паста,Сolgate,07.12.2019,,1,,,66.66,,Вероніка,,
90582420,косметика,дезодорант,Nivea,07.12.2019,,1,,,53.20,,Вероніка,,
90582420,косметика,дезодорант,Nivea,07.12.2019,,1,,,45.00,,Вероніка,,
90582420,косметика,прокладки,Bella,07.12.2019,,1,,,16.50,,Вероніка,,
90588125,алкоголь,віскі,Jack Daniels,12.03.2020,,1,,0.5,370.69,,Вероніка,,
90597932,кава,кава розчинна,Jacobs Monarch,16.12.2018,,1,200,,146.32,292.64,Вероніка,,
90600572,NA,,,,,,,,,,,,
93259026,солодощі,печиво,Roshen,07.02.2020,,1,68,,4.77,,Карина,,
93259026,солодощі,пончики,Today,07.02.2020,,3,,,6.19,18.77,Карина,,
93259026,кава,кава стік,Jacobs Monarch,07.02.2020,,2,15,,3.70,7.40,Карина,,
93259026,кава,кава стік,Jacobs Monarch,07.02.2020,,3,12.3,,2.98,8.77,Карина,,
93273327,косметика,касети для гоління,Gillette,06.05.2020,,,,,279.60,,Карина,,
93276316,алкоголь,горілка,Nemiroff,16.09.2020,,,,1,178.80,,Карина,,
93276316,алкоголь,горілка,Козацька Рада,16.09.2020,,,,1,178.80,,Карина,,
93276316,хлібобулочні вироби,батон,Кулиничі ,16.09.2020,,,500,,13.70,,Карина,,
93276316,молочна продукція,морозиво,Розумний вибір,16.09.2020,,,1000,,55.90,,Карина,,
93276316,ковбаса та ковбасні вироби,ковбаса,Розумний вибір,16.09.2020,,,420,,114.05,,Карина,,
90601198,NA,,,,,,,,,,,,
90601597,алкоголь,віскі,Jameson,02.01.2019,,1,,0.5,492.57 ,,Вероніка,,
90602136,NA,,,,,,,,,,Вероніка,,
90602549,алкоголь,коньяк,Captain Morgan,03.07.2020,,1,,0.7,583.84,,Вероніка,,
90608997,алкоголь,віскі,Ballantines Finest,13.02.2020,,1,,0.5,303.25,,Вероніка,,
90610041,ікра,ікра червона,Парамушир,24.11.2018,,1,120,,243.90,,Вероніка,,
90611671,алкоголь,коньяк,Старий Кахеті,18.09.2019,,1,,0.5,187.42,,Вероніка,,
90611819,алкоголь,коньяк,Fairy,08.05.2020,,1,,1,39.80,,Вероніка,,
90611819,одяг,колготки,Своя Лінія,08.05.2020,,1,,,45.50,,Вероніка,,
90611819,приправа,перець,Мрія,08.05.2020,,4,20,,7.10,28.40,Вероніка,,
90611819,кава,кава розчинна,Jacobs Monarch,08.05.2020,,1,190,,155.00,,Вероніка,,
90611819,косметика,крем,Домашній доктор,08.05.2020,,1,250,,29.30,,Вероніка,,
90611819,солодощі,цукерки,Своя Лінія,08.05.2020,,1,856,,53.50,,Вероніка,,
90611819,солодощі,цукерки,Рошен,08.05.2020,,1,328,,28.83,,Вероніка,,
90613497,ковбаса та ковбасні вироби,ковбаса,Добров,13.07.2020,,3,280,,257.50,,Вероніка,,
90622256,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,04.02.2020,,1,498,,159.53,,Вероніка,,
90622256,алкоголь,горілка,Воздух особлива,04.02.2020,,1,,0.7,126.30,,Вероніка,,
90623366,алкоголь,віскі,Red Label,02.11.2016,,1,,0.5,269.24,,Вероніка,,
90623366,алкоголь,лікер,Baileys,03.11.2016,,1,,,385.58,,Вероніка,,
90623366,алкоголь,віскі,Jack Daniels,06.11.2016,,1,,,286.54,,Вероніка,,
90623366,алкоголь,віскі,Red Label,07.11.2016,,1,,0.5,269.24,,Вероніка,,
90623366,алкоголь,віскі,Jack Daniels,07.11.2016,,1,,,343.85,,Вероніка,,
90623366,алкоголь,віскі,Jack Daniels,15.11.2016,,1,,,286.54,,Вероніка,,
90625734,сир,сир плавлений,Hochland,30.06.2020,,2,,,27.50,55.00,Вероніка,,
90625734,ікра,ікра червона,Рибкоппродукт,30.06.2020,,1,,,185.90,,Вероніка,,
90627933,майно АТБ,візок закупівельний,,28.07.2020,,1,,,1506.94,,Вероніка,,
90630783,ікра,ікра червона,Рибкоппродукт,07.05.2020,,1,120,,181.70,,Вероніка,,
90630783,ікра,ікра червона,Norven,07.05.2020,,1,120,,177.00,,Вероніка,,
90630783,алкоголь,віскі,Jack Daniels,07.05.2020,,1,,0.5,405.10,,Вероніка,,
90631290,алкоголь,віскі,Sheridans,13.04.2018,,1,,0.5,316.67,,Вероніка,,
90634618,алкоголь,лікер,Jagermeister,25.11.2019,,1,,0.5,330.14,,Вероніка,,
90634618,олія,олія оливкова,Mantola,25.11.2019,,1,200,,142.27,,Вероніка,,
90635389,техніка,квадрокоптер,,28.6.2019,,1,,,665.83,,Вероніка,,
90651643,алкоголь,віскі,Jack Daniels,25.02.2020,,1,,0.5,337.58,,Вероніка,,
90652617,алкоголь,віскі,Ballantines Finest,01.06.2019,,1,,0.5,311.99,,Вероніка,,
90652617,алкоголь,лікер,Baileys,01.06.2019,,1,,0.5,349.67,,Вероніка,,
90652617,алкоголь,віскі,Ballantines Finest,04.06.2019,,1,,0.5,291.67,,Вероніка,,
90652617,алкоголь,віскі,Red Label,04.06.2019,,1,,0.5,385.00,,Вероніка,,
90654977,NA,,,,,,,,,,Вероніка,,
90657722,косметика,касети для гоління,Gillette,31.01.2020,,1,,,110.55,,Вероніка,,
90657722,косметика,касети для гоління,Gillette,31.01.2020,,1,,,165.47,,Вероніка,,
90659764,ковбаса та ковбасні вироби,ковбаса,Добров,13.12.2019,,7,80,,,,Вероніка,,
90659764,ікра,ікра червона,Спецпосол,13.12.2019,,2,80,,,,Вероніка,,
90659764,ікра,ікра червона,Санта Бремор,13.12.2019,,2,110,,,,Вероніка,,
90659764,солодощі,шоколад,Milka,13.12.2019,,5,90,,,,Вероніка,,
90666896,товар,стартовий пакет,Vodafone,04.11.2019,,1,,,66.58,,Вероніка,,
90666896,ковбаса та ковбасні вироби,ковбаса,La Siega,04.11.2019,,1,,,64.75,,Вероніка,,
90666896,ікра,ікра червона,Рибкоппродукт,04.11.2019,,1,,,118.25,,Вероніка,,
90666896,риба,форель слабосолена,Norven,04.11.2019,,1,,,94.33,,Вероніка,,
90666896,чай,чай чорний,Richard,04.11.2019,,1,,,50.83,,Вероніка,,
90666896,ковбаса та ковбасні вироби,сосиски,Своя Лінія,04.11.2019,,1,,,34.67,,Вероніка,,
90666896,дитячі товари,пюре,Gerber,06.11.2019,,1,,,15.25,,Вероніка,,
90666896,дитячі товари,пюре,Gerber,06.11.2019,,2,,,15.25,30.50,Вероніка,,
90666896,солодощі,драже,Boom choc,06.11.2019,,1,,,6.75,,Вероніка,,
90666896,напій безалкогольний,вода мінеральна,Малятко,06.11.2019,,1,,,7.08,,Вероніка,,
90666896,товари для тварин,корм для тварин,Sheba,06.11.2019,,1,,,11.33,22.66,Вероніка,,
90666896,овочі,помідори,,06.11.2019,,1,,,19.08,,Вероніка,,
90666896,мʼясо та м'ясні продукти,шашлик,Своя Лінія,06.11.2019,,1,2268,,95.79,,Вероніка,,
90666896,ковбаса та ковбасні вироби,ковбаса,Добров,06.11.2019,,1,,,79.08,,Вероніка,,
90666896,мʼясо та м'ясні продукти,балик,,06.11.2019,,1,160,,333.41,,Вероніка,,
90666896,сир,сир напівтвердий,Minibabybel,06.11.2019,,4,,,12.42,49.68 ,Вероніка,,
90666896,мʼясо та м'ясні продукти,буженина,Своя Лінія,06.11.2019,,1,1077,,108.88,,Вероніка,,
90674973,товар,сигарки,Kent,01.10.2019,,1,,,445.00,,Вероніка,,
90675902,NA,,,,,,,,,,Вероніка,,
90678222,алкоголь,віскі,Jack Daniels,03.03.2019,,1,,0.5,365.90,,Вероніка,,
90680810,NA,,,,,,,,,,Вероніка,,
90682168,NA,,,,,,,,,,Вероніка,,
90684459,NA,,,,,,,,,,Вероніка,,
90688455,NA,,,,,,,,,,Вероніка,,
90693943,алкоголь,віскі,Red Label,01.02.2020,,1,,0.5,371.80,,Вероніка,,
90694279,майно АТБ,візок закупівельний,,09.11.2019,,1,,,907.20,,Вероніка,,
90698476,NA,,,,,,,,,,Вероніка,,
90701396,NA,,,,,,,,,,Вероніка,,
90703553,NA,,,,,,,,,,Вероніка,,
90714971,ікра,ікра червона,Norven,14.02.2020,,1,120,,228.00,,Вероніка,,
90714971,ікра,ікра червона,Рибкоппродукт,14.02.2020,,1,120,,187.40,,Вероніка,,
90716791,алкоголь,лікер,Jim Beam,22.04.2020,,1,,0.5,314.10,,Вероніка,,
90727571,NA,,,,,,,,,,Вероніка,,
90745327,алкоголь,віскі,Jack Daniels,05.04.2020,,1,,0.7,597.33 ,,Вероніка,,
90745327,кава,кава в зернах,Lavazza,06.04.2020,,2,,,263.34,,Вероніка,,
90745327,алкоголь,віскі,Chivas Regal,07.04.2020,,1,,,718.88,,Вероніка,,
91052448,ікра,ікра червона,Norven,17.12.2017,,2,120,,160.90,321.80,Вероніка,,
91050727,NA,,,,,,,,,,Вероніка,,
90747070,алкоголь,ром,Capitan Morgan,20.02.2020,,1,,0.7,386.50,,Вероніка,,
90747546,ікра,ікра червона,Парамушир,25.08.2018,,2,,,178.64,357.28,Вероніка,,
90748179,NA,,,,,,,,,,Вероніка,,
93278927,NA,,,,,,,,,,Карина,,
90755907,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,11.06.2020,,1,264,,41.58,,Вероніка,,
90755907,мʼясо та м'ясні продукти,бастурма,Добров,11.06.2020,,1,251,,82.32,,Вероніка,,
90755907,мʼясо та м'ясні продукти,рулет курячий,Бащинський,11.06.2020,,1,647,,66.96,,Вероніка,,
90755907,ковбаса та ковбасні вироби,ковбаса,Добров,11.06.2020,,1,231,,66.30,,Вероніка,,
90756293,NA,,,,,,,,,,Вероніка,,
90761735,алкоголь,лікер,Amaretto,17.01.2020,,1,,,161.70,,Вероніка,,
90761735,солодощі,шоколад,Milka,17.01.2020,,5,100,,32.00,160.00,Вероніка,,
90765563,ікра,ікра червона,Класичний Посол,24.07.2019,,2,80,,127.55,255.10,Вероніка,,
90778553,ковбаса та ковбасні вироби,ковбаса,Своя Лінія,14.07.2019,,1,302,,47.40,,Вероніка,,
90778553,морепродукти,мідії,Водный Мир,14.07.2019,,1,200,,41.60,,Вероніка,,
90778553,ікра,ікра червона,Рибопродукт,14.07.2019,,1,120,,245.30,,Вероніка,,
90778637,ікра,ікра червона,Класичний Посол,01.08.2018,,1,80,,100.90,,Вероніка,,
90778637,ікра,ікра червона,Парамушир,01.08.2018,,1,120,,175.20,,Вероніка,,
90784413,майно АТБ,візок закупівельний,,01.06.2019,,1,,,1585.85,,Вероніка,,
90785336,NA,,,,,,,,,,Вероніка,,
90786975,алкоголь,коньяк,Shabo,27.01.2020,,1,,0.5,158.70,,Вероніка,,
93288410,NA,,,,,,,,,,Карина,,
93303367,NA,,,,,,,,,,Карина,,
93303869,NA,,,,,,,,,,Карина,,
93304037,NA,,,,,,,,,,Карина,,
93310612,NA,,,,,,,,,,Карина,,
93314609,NA,,,,,,,,,,Карина,,
93327033,NA,,,,,,,,,,Карина,,
93279830,ікра,ікра червона,Рибкоппродукт,29.07.2020,,2,,,135.95,271.90,Карина,,
93283415,солодощі,цукерки,Ferrero Rocher,06.11.2020,,1,,,250.88,,Карина,,
93287720,взуття,черевики,,07.11.2020,,,,,,,Карина,yes,одягув черевики прям в магазині задля їх крадіжки
90789193,алкоголь,віскі,Red Label,24.02.2020,,3,,,371.80,1115.40,Вероніка,,
90789869,NA,,,,,,,,,,Вероніка,,
90806366,алкоголь,віскі,Ballantines Finest,11.06.2019,,1,,0.5,350.00,,Вероніка,,
90806812,алкоголь,віскі,Ballantines Finest,13.12.2018,,1,,0.5,293.25,,Вероніка,,
90806812,алкоголь,горілка,Хортиця,13.12.2018,,1,,0.5,74.50,,Вероніка,,
90806812,мʼясо та м'ясні продукти,курка,Ситний Ряд,13.12.2018,,1,370,,33.38,,Вероніка,,
90806983,алкоголь,вино,Аstі ,22.06.2020,,1,,0.7,345.90,,Вероніка,,
90811598,алкоголь,віскі,Jack Daniels,24.12.2019,,1,,0.5,345.00,,Вероніка,,
90811598,алкоголь,,Pierre Monte,24.12.2019,,1,,0.5,164.10,,Вероніка,,
90811950,кава,кава розчинна,Jacobs Monarch,18.05.2020,,1,400,,236.60,,Вероніка,,
90812233,ікра,ікра червона,Рибкоппродукт,12.06.2020,,1,120,,135.95,,Вероніка,,
90812233,алкоголь,ром,Captain Morgan,12.06.2020,,2,,0.7,183.65 ,319.60,Вероніка,,
90814787,алкоголь,лікер,,21.06.2020,,1,,,420.80,,Вероніка,,
90827822,алкоголь,лікер,Sheridans,16.07.2019,,1,,0.5,549.67,,Вероніка,,
90829763,NA,,,,,,,,,,Вероніка,,
90830696,NA,,,,,,,,,,Вероніка,,
90831873,алкоголь,коньяк,Bolgrad,21.01.2020,,,,0.5,146.36,292.72,Вероніка,,
90840501,NA,,,,,,,,,,Вероніка,,
90856478,солодощі,шоколад,Milka,14.10.2019,,3,,,65.67,197.01,Вероніка,,
90857037,NA,,,,,,,,,,Вероніка,,
90861748,косметика,картриджі для гоління,Gillette,20.02.2020,,1,,,256.68,,Вероніка,,
90866724,товар,сигарети,Bond Street,04.09.2016,,10,,,15.75,157.50,Вероніка,,
90866724,товар,сигарети,Прима Люкс,04.09.2016,,10,,,15.25,152.50,Вероніка,,
90867106,алкоголь,коньяк,Pierre Monte,02.01.2020,,1,,,158.00,,Вероніка,,
90867106,алкоголь,бренді,Versailles,02.01.2020,,1,,,144.50,,Вероніка,,
90867289,алкоголь,лікер,Beherovka,22.03.2020,,1,,0.5,246.85,,Вероніка,,
90867289,алкоголь,горілка,Green Day,22.03.2020,,1,,0.7,123.05,,Вероніка,,
93288008,алкоголь,віскі,Jack Daniels,24.08.2020,,1,,0.5,350.67,,Карина,,
93288008,алкоголь,віскі,Grants Family Reserve,25.08.2020,,2,,0.35,181.90,,Карина,,
93288008,алкоголь,віскі,Jack Daniels,10.09.2020,,1,,0.5,350.67,,Карина,,
93288008,алкоголь,коньяк,Astafian,12.09.2020,,1,,0.5,275.25,,Карина,,
93290336,алкоголь,лікер,Jagermeister,21.12.2019,,1,,0.5,315.90,,Карина,,
93290412,алкоголь,коньяк,Тигран,07.03.2019,,1,,0.5,267.00,,Карина,,
93304509,алкоголь,лікер,Sheridans,04.11.2020,,1,,0.5,475.80,,Карина,,
93322671,солодощі,цукерки,Ferrero Rocher,23.01.2019,,3,300,,244.40,,Карина,,
93322671,алкоголь,напій енергетичний,Revo Alko Energy,23.01.2019,,,,0.5,23.12,,Карина,,
93322671,алкоголь,напій енергетичний,Revo Alko Energy,23.01.2019,,,,0.5,23.16,,Карина,,
93322671,солодощі,цукерки,Ferrero Rocher,24.01.2019,,3,300,,244.40,,Карина,,
93322671,алкоголь,напій енергетичний,Revo Alko Energy,24.01.2019,,,,0.5,23.12,,Карина,,
93322671,алкоголь,напій енергетичний,Revo Alko Energy,24.01.2019,,,,0.5,23.16,,Карина,,
93322671,солодощі,цукерки,Ferrero Rocher,25.01.2019,,3,300,,244.40,,Карина,,
93322671,алкоголь,напій енергетичний,Revo Alko Energy,25.01.2019,,,,0.5,23.12,,Карина,,
93322671,алкоголь,напій енергетичний,Revo Alko Energy,25.01.2019,,,,0.5,23.16,,Карина,,
93322671,солодощі,цукерки,Ferrero Rocher,26.01.2019,,2,200,,111.76,223.52,Карина,,
93322671,солодощі,цукерки,Ferrero Rocher,26.01.2019,,2,200,,111.76,223.52,Карина,,
93322671,алкоголь,напій енергетичний,Revo Alko Energy,26.01.2019,,1,,0.5,23.12,,Карина,,
93322671,алкоголь,напій енергетичний,Revo Alko Energy,26.01.2019,,1,,0.5,23.36,,Карина,,
93322671,алкоголь,коньяк,Шабо,26.01.2019,,1,,0.5,125.52,,Карина,,
93322671,алкоголь,коньяк,Шабо,26.01.2019,,1,,0.5,121.36,,Карина,,
93323926,косметика,касети для гоління,Gillette,26.04.2020,,1,,,292.50,,Карина,,
93337316,алкоголь,віскі,Jack Daniels,28.10.2020,,1,,0.5,413.50,,Карина,,
93340513,алкоголь,віскі,Jack Daniels,15.10.2020,,1,,0.5,339.55,,Карина,,
93340513,алкоголь,віскі,Jack Daniels,16.10.2020,,1,,0.5,339.55,,Карина,,
93343831,алкоголь,віскі,Dewar’s White Label,19.03.2019,,1,,,258.60,,Карина,,
93344060,алкоголь,віскі,Dewar’s White Label,15.05.2020,,1,,0.7,536.31,,Карина,,
93344060,алкоголь,віскі,Dewar’s White Label,13.10.2020,,1,,0.7,497.67,,Карина,,
93354967,ікра,ікра червона,Рибкоппродукт,08.03.2020,,1,120,,183.00,,Карина,,
93354967,ікра,ікра червона,Класичний посол,08.03.2020,,1,80,,106.40,,Карина,,
93359191,молочна продукція,масло вершкове,Ферма,25.08.2020,,4,400,,86.80,347.20,Карина,yes,мати малолітнього 
93359191,хлібобулочні вироби,хліб,Київхліб,25.08.2020,,1,450,,20.30,,Карина,yes,мати малолітнього 
93359191,олія,олія соняшникова,Олейна,25.08.2020,,1,,0.85,30.90,,Карина,yes,мати малолітнього 
93359191,молочна продукція,масло вершкове,Ферма,30.08.2020,,2,400,,86.80,173.60,Карина,yes,мати малолітнього 
93359191,хлібобулочні вироби,хліб,Київхліб,30.08.2020,,1,450,,20.30,,Карина,yes,мати малолітнього 
93359191,олія,олія соняшникова,Олейна,30.08.2020,,1,,0.85,30.90,,Карина,yes,мати малолітнього 
93359191,фрукти,банани,,30.08.2020,,,954,,19.54,,Карина,yes,мати малолітнього 
93370577,солодощі,батончик,Nestle,12.11.2019,,2,23.5,,,,Карина,,
93370577,побутова хімія,мило,Dove,12.11.2019,,1,135,,,,Карина,,
93370577,солодощі,батончик,Mars,12.11.2019,,1,135,,,,Карина,,
93370577,алкоголь,віскі,Dewar’s White Label,12.11.2019,,1,,,,,Карина,,
93371251,алкоголь,лікер,Sheridans,12.11.2020,,2,,0.5,,883.34,Карина,,
93371808,ікра,ікра червона,Камчадал,18.11.2019,,1,100,,203.80,,Карина,,
93371808,сир,крем-сир,Philadelphia,09.06.2020,,2,125,,74.56,,Карина,,
93371808,алкоголь,віскі,Jack Daniels,09.06.2020,,1,,0.5,298.48,,Карина,,
93371808,ікра,ікра червона,Norven,18.11.2019,,1,120,,221.30,,Карина,,
93371808,алкоголь,віскі,Jack Daniels,15.11.2019,,1,,0.5,393.90,,Карина,,
93381065,солодощі,халва,Жайвір,01.01.2019,,1,160,,11.56,,Карина,,
93381065,алкоголь,горілка,Хлібній дар,01.01.2019,,1,,0.5,96.33,,Карина,,
93381065,мʼясо та м'ясні продукти,мʼясні продукти,Ковбасний ряд,01.01.2019,,2,420,,43.90,87.80,Карина,,
93381734,алкоголь,горілка,Воздух,07.02.2020,,1,,0.5,94.10,,Карина,,
93381734,алкоголь,горілка,Воздух,07.02.2020,,1,,0.5,97.13,,Карина,,
93381734,алкоголь,горілка,Хортиця,07.02.2020,,1,,0.5,87.17,,Карина,,
93381734,макаронні вироби,макарони,Розумний вибір,07.02.2020,,1,1000,,15.00,,Карина,,
93381734,солодощі,сушки,БКК,07.02.2020,,1,1000,,17.41,,Карина,,
93381734,соус,гірчиця,Кама,07.02.2020,,1,100,,6.18,,Карина,,
93381734,мед,,Своя лінія,07.02.2020,,1,250,,28.90,,Карина,,
93381734,консерви рибні,кілька консервована,Розумний вибір,07.02.2020,,1,230,,10.50,,Карина,,
93381734,макаронні вироби,вермишель,Мівіна,07.02.2020,,2,60,,10.44,,Карина,,
93381734,спеції,перець,Розумний вибір,07.02.2020,,1,20,,5.40,,Карина,,
93381734,риба,горбуша,,07.02.2020,,1,286,,72.36,,Карина,,
93381734,риба,горбуша,,07.02.2020,,1,338,,130.57,,Карина,,
93381734,ковбаса та ковбасні вироби,ковбаса,АТБ Спецзамовлення,07.02.2020,,1,472,,106.44,,Карина,,
93381734,спеції,лавровий лист,Мрія,07.02.2020,,1,10,,6.53,,Карина,,
93381734,олія,олія соняшникова,Розумний вибір,07.02.2020,,2,,0.85,47.40,,Карина,,
93381734,солодощі,вафлі,Любимчик,07.02.2020,,1,200,,22.50,,Карина,,
93381734,косметика,папір туалетний,Обухів,07.02.2020,,1,,,5.51,,Карина,,
93381734,солодощі,молоко згущене,Розумний вибір,07.02.2020,,1,460,,36.70,,Карина,,
93381734,мʼясо та м'ясні продукти,курка,Ситний ряд,07.02.2020,,1,1155,,159.27,,Карина,,
93381734,спеції,приправа,Торчин,07.02.2020,,1,90,,11.40,,Карина,,
93381734,консерви мʼясні,паштет,Своя лінія,07.02.2020,,1,130,,19.40,,Карина,,
93381734,дитячі товари,фруктове пюре,Карапуз,07.02.2020,,1,200,,17.28,,Карина,,
93382270,алкоголь,лікер,Jagermeister,27.09.2019,16:42,1,,0.5,315.90,,Карина,,
93382270,алкоголь,лікер,Becherovka,27.09.2019,16:52,1,,0.5,255.90,,Карина,,
93382270,алкоголь,лікер,Jagermeister,29.09.2019,,1,,0.5,315.90,,Карина,,
93382270,алкоголь,лікер,Jagermeister,03.10.2019,,1,,0.5,315.90,,Карина,,
93393763,мʼясо та м'ясні продукти,філе куряче,Ситний ряд,29.06.2020,,1,1667,,257.32,,Карина,,
93396232,алкоголь,коньяк,Старий Кахеті,27.07.2020,,3,,0.5,532.70,,Карина,yes,батько малолітніх
93407458,NA,,,,,,,,,,Карина,,
93408225,хлібобулочні вироби,хліб,Петриківський ,03.11.2020,,1,500,,16.40,,Карина,,
93408225,молочна продукція,морозиво,Ласунка,03.11.2020,,1,145,,24.80,,Карина,,
93408225,сир,сир,Три богатирі,03.11.2020,,1,100,,22.80,,Карина,,
93408225,морепродукти,,Морський коктейль,03.11.2020,,1,400,,81.40,,Карина,,
93408225,побутова хімія,рукавички,Фрекен Бок,03.11.2020,,1,,,22.00,,Карина,,
93408225,молочна продукція,морозиво,Ласунка,03.11.2020,,1,85,,13.90,,Карина,,
93408225,,запальничка,Fox,03.11.2020,,1,,,6.90,,Карина,,
93408225,дитячі товари,суміш суха,HippCombiotic,03.11.2020,,1,750,,359.90,,Карина,,
93408225,напій безалкогольний,лимонад,Своя лінія,03.11.2020,,1,,2,17.90,,Карина,,
93408225,напій безалкогольний,напій газований,Pepsi,03.11.2020,,1,,2.5,24.90,,Карина,,
93408225,товар,набір свічок ,Розумний вибір,03.11.2020,,1,,,9.90,,Карина,,
93408225,товар,мобільний зв'язок,Vodafone,03.11.2020,,1,,,99.90,,Карина,,
